chr2.0,marker,cM,bp2.0,diff
CE10_chr6,783,73.14,61054837,0
CE10_chr6,784,73.14,61054838,0
CE10_chr6,785,73.14,61054844,0
CE10_chr6,786,73.14,61054921,0.53
CE10_chr6,787,73.67,61054967,0
CE10_chr6,788,73.67,61055002,0
CE10_chr6,789,73.67,61055045,0
CE10_chr6,790,73.67,61055064,0
CE10_chr6,791,73.67,61055085,0
CE10_chr6,792,73.67,61055093,0
CE10_chr6,793,73.67,61055099,0
CE10_chr6,794,73.67,61055109,0
CE10_chr6,795,73.67,61055117,0.54
CE10_chr6,796,74.21,61055167,0
CE10_chr6,797,74.21,61055335,0
CE10_chr6,798,74.21,61055351,0
CE10_chr6,799,74.21,61055382,0.54
CE10_chr6,800,74.75,61055435,0
CE10_chr6,801,74.75,61055444,0
CE10_chr6,802,74.75,61055459,0
CE10_chr6,803,74.75,61055464,0
CE10_chr6,804,74.75,61055537,0
CE10_chr6,805,74.75,61055576,0
CE10_chr6,806,74.75,61055686,0
CE10_chr6,807,74.75,61055698,0
CE10_chr6,808,74.75,61055910,0.54
CE10_chr6,810,75.29,61062125,0.53
CE10_chr6,822,75.82,61086309,0
CE10_chr6,823,75.82,61086313,0
CE10_chr6,824,75.82,61086494,0
CE10_chr6,825,75.82,61086512,1.08
CE10_chr6,835,76.9,61091152,0
CE10_chr6,836,76.9,61091220,0
CE10_chr6,837,76.9,61091505,0
CE10_chr6,838,76.9,61091523,0
CE10_chr6,839,76.9,61091610,0
CE10_chr6,840,76.9,61091623,0
CE10_chr6,841,76.9,61091638,0
CE10_chr6,842,76.9,61091842,0
CE10_chr6,843,76.9,61091888,0
CE10_chr6,844,76.9,61091992,0
CE10_chr6,845,76.9,61092296,0
CE10_chr6,846,76.9,61111706,0
CE10_chr6,847,76.9,61111742,0
CE10_chr6,848,76.9,61111752,0
CE10_chr6,849,76.9,61112084,0
CE10_chr6,850,76.9,61112548,0
CE10_chr6,851,76.9,61112580,0.54
CE10_chr6,852,77.44,61112669,0
CE10_chr6,853,77.44,61112673,0
CE10_chr6,854,77.44,61112690,0
CE10_chr6,855,77.44,61112695,0.53
CE10_chr6,856,77.97,61112797,0
CE10_chr6,857,77.97,61112815,0
CE10_chr6,858,77.97,61114823,0
CE10_chr6,859,77.97,61114876,0
CE10_chr6,860,77.97,61114893,0
CE10_chr6,861,77.97,61114983,0
CE10_chr6,862,77.97,61115045,0
CE10_chr6,863,77.97,61115066,0
CE10_chr6,864,77.97,61115099,2.16
CE10_chr6,875,80.13,61230992,0.53
CE10_chr6,879,80.66,61248722,0.54
CE10_chr6,881,81.2,61259861,0
CE10_chr6,882,81.2,61260190,0
CE10_chr6,7939,81.2,61287832,0
CE10_chr6,7940,81.2,61301176,0
CE10_chr6,7941,81.2,61301281,0
CE10_chr6,7942,81.2,61301334,0
CE10_chr6,7943,81.2,61301394,0
CE10_chr6,7944,81.2,61301543,0
CE10_chr6,7945,81.2,61301560,0
CE10_chr6,7946,81.2,61301768,0
CE10_chr6,7947,81.2,61301779,0
CE10_chr6,7948,81.2,61301856,0
CE10_chr6,7949,81.2,61302022,0
CE10_chr6,7950,81.2,61324512,0
CE10_chr6,7951,81.2,61324668,0
CE10_chr6,7952,81.2,61325315,0
CE10_chr6,7953,81.2,61325366,0
CE10_chr6,7954,81.2,61325437,0
CE10_chr6,7955,81.2,61325459,0
CE10_chr6,7963,81.2,61367392,0
CE10_chr6,7964,81.2,61370832,0
CE10_chr6,7965,81.2,61370842,0
CE10_chr6,7966,81.2,61370906,0
CE10_chr6,7967,81.2,61370929,0
CE10_chr6,7968,81.2,61370945,0
CE10_chr6,7969,81.2,61370956,0
CE10_chr6,7970,81.2,61370976,0
CE10_chr6,7971,81.2,61371085,0
CE10_chr6,7972,81.2,61373777,0
CE10_chr6,7973,81.2,61373820,0
CE10_chr6,8057,81.2,61434378,0
CE10_chr6,8058,81.2,61434401,0
CE10_chr6,8059,81.2,61434630,0
CE10_chr6,8060,81.2,61434716,0
CE10_chr6,8061,81.2,61434819,0
CE10_chr6,8062,81.2,61435057,0
CE10_chr6,8063,81.2,61446502,0
CE10_chr6,8064,81.2,61452369,0
CE10_chr6,8065,81.2,61452548,0
CE10_chr6,8066,81.2,61452562,0
CE10_chr6,8067,81.2,61452960,0
CE10_chr6,8068,81.2,61453116,0
CE10_chr6,8069,81.2,61453369,-81.2
CE10_chr7,21130,0,0,1.08
CE10_chr7,21131,1.08,21,1.07
CE10_chr7,21135,2.15,174,1.08
CE10_chr7,21136,3.23,19617,0
CE10_chr7,21137,3.23,19652,0.53
CE10_chr7,21138,3.76,40260,0
CE10_chr7,21139,3.76,40336,0
CE10_chr7,21140,3.76,49184,0
CE10_chr7,21141,3.76,49185,0
CE10_chr7,21142,3.76,49216,0
CE10_chr7,21143,3.76,49220,0
CE10_chr7,21144,3.76,49221,0
CE10_chr7,21145,3.76,49225,0
CE10_chr7,21146,3.76,49241,0
CE10_chr7,21147,3.76,49243,0
CE10_chr7,21148,3.76,49272,0
CE10_chr7,21149,3.76,49285,0
CE10_chr7,21150,3.76,49293,0
CE10_chr7,21151,3.76,99818,0
CE10_chr7,21152,3.76,99901,0
CE10_chr7,21153,3.76,99902,0
CE10_chr7,21154,3.76,99909,0
CE10_chr7,21155,3.76,111504,0
CE10_chr7,21156,3.76,112577,0
CE10_chr7,21157,3.76,112686,0
CE10_chr7,21158,3.76,144143,0
CE10_chr7,21159,3.76,144240,0
CE10_chr7,21160,3.76,155879,0
CE10_chr7,21162,3.76,162678,0
CE10_chr7,21163,3.76,163263,0
CE10_chr7,21164,3.76,163450,0
CE10_chr7,21165,3.76,212576,0
CE10_chr7,21166,3.76,212658,0
CE10_chr7,21167,3.76,212673,0
CE10_chr7,21168,3.76,212807,0
CE10_chr7,21169,3.76,212812,0
CE10_chr7,21170,3.76,213263,0
CE10_chr7,21172,3.76,383001,0
CE10_chr7,21173,3.76,383184,0
CE10_chr7,21174,3.76,393980,0
CE10_chr7,21175,3.76,393985,0
CE10_chr7,21176,3.76,393988,0
CE10_chr7,21177,3.76,393989,0
CE10_chr7,21178,3.76,394067,0
CE10_chr7,21179,3.76,394103,0
CE10_chr7,21180,3.76,394104,0
CE10_chr7,21181,3.76,394109,0
CE10_chr7,21182,3.76,394558,0
CE10_chr7,21183,3.76,394562,0
CE10_chr7,22839,3.76,912770,0
CE10_chr7,22840,3.76,912815,0
CE10_chr7,22843,3.76,912908,0
CE10_chr7,22844,3.76,912910,0
CE10_chr7,22845,3.76,912931,0
CE10_chr7,22846,3.76,912932,0
CE10_chr7,22847,3.76,913046,0
CE10_chr7,22848,3.76,913108,0
CE10_chr7,22849,3.76,913142,0
CE10_chr7,22850,3.76,913146,0
CE10_chr7,22851,3.76,913148,0
CE10_chr7,22852,3.76,913152,1.08
CE10_chr7,78,4.84,1535558,0.54
CE10_chr7,79,5.38,1535578,0
CE10_chr7,80,5.38,1535587,0
CE10_chr7,81,5.38,1535594,0
CE10_chr7,82,5.38,1535595,0
CE10_chr7,83,5.38,1535622,0
CE10_chr7,84,5.38,1535659,0
CE10_chr7,85,5.38,1535715,0
CE10_chr7,86,5.38,1535778,0
CE10_chr7,87,5.38,2024559,0
CE10_chr7,88,5.38,2024566,0
CE10_chr7,89,5.38,2024573,0
CE10_chr7,90,5.38,2080659,0
CE10_chr7,91,5.38,2309318,0
CE10_chr7,92,5.38,2309336,0
CE10_chr7,93,5.38,2309356,0
CE10_chr7,94,5.38,2319459,0
CE10_chr7,95,5.38,2319649,0
CE10_chr7,96,5.38,2319652,0
CE10_chr7,97,5.38,2351069,1.07
CE10_chr7,7783,6.45,3917465,0
CE10_chr7,7782,6.45,3927071,0
CE10_chr7,7781,6.45,3927083,0
CE10_chr7,7780,6.45,3927094,0
CE10_chr7,7779,6.45,3927102,0
CE10_chr7,7778,6.45,3927453,0
CE10_chr7,19389,6.45,4262570,0
CE10_chr7,19387,6.45,4367860,0
CE10_chr7,19386,6.45,4417388,0
CE10_chr7,19385,6.45,4701266,0
CE10_chr7,19384,6.45,4998543,0
CE10_chr7,19383,6.45,4998546,0
CE10_chr7,19373,6.45,5235681,0
CE10_chr7,19374,6.45,5291677,0
CE10_chr7,19375,6.45,5946792,0
CE10_chr7,19376,6.45,6303629,0
CE10_chr7,19377,6.45,6601008,0
CE10_chr7,19378,6.45,6601015,0
CE10_chr7,19379,6.45,6601017,0
CE10_chr7,19380,6.45,6612525,0
CE10_chr7,5509,6.45,7348590,0
CE10_chr7,5508,6.45,7348991,0
CE10_chr7,5498,6.45,7670599,0
CE10_chr7,19009,6.45,8490174,0
CE10_chr7,19016,6.45,8490333,0
CE10_chr7,19017,6.45,8490401,0
CE10_chr7,19018,6.45,8490621,0
CE10_chr7,19019,6.45,8490674,0
CE10_chr7,19021,6.45,8598619,0
CE10_chr7,19022,6.45,8598910,0
CE10_chr7,19023,6.45,8648332,0
CE10_chr7,17215,6.45,11245162,0
CE10_chr7,20005,6.45,13452527,0
CE10_chr7,20006,6.45,13452785,0
CE10_chr7,17371,6.45,19260718,0
CE10_chr7,17370,6.45,19606139,0
CE10_chr7,3723,6.45,20074961,0
CE10_chr7,3722,6.45,20105792,0
CE10_chr7,3721,6.45,20105793,0
CE10_chr7,3720,6.45,21210518,0
CE10_chr7,3719,6.45,21210710,0
CE10_chr7,13191,6.45,24607559,0
CE10_chr7,12963,6.45,27791684,0
CE10_chr7,12962,6.45,27791741,0
CE10_chr7,19334,6.45,28780011,0
CE10_chr7,19333,6.45,29302217,0
CE10_chr7,19332,6.45,29302218,0
CE10_chr7,19331,6.45,29302219,0
CE10_chr7,19330,6.45,29302221,0
CE10_chr7,19329,6.45,29302252,0
CE10_chr7,19328,6.45,29302255,0
CE10_chr7,19327,6.45,29302297,0
CE10_chr7,8075,6.45,31263330,0
CE10_chr7,8076,6.45,31263518,0
CE10_chr7,8077,6.45,31263771,0
CE10_chr7,8078,6.45,31263775,0
CE10_chr7,8080,6.45,31263815,0
CE10_chr7,8081,6.45,31263832,0
CE10_chr7,8085,6.45,31266523,0
CE10_chr7,8086,6.45,31266530,0
CE10_chr7,8087,6.45,31266610,0
CE10_chr7,8088,6.45,31266658,0
CE10_chr7,8089,6.45,31266814,0
CE10_chr7,8090,6.45,31266834,0
CE10_chr7,8091,6.45,31267032,0
CE10_chr7,8092,6.45,31267042,0
CE10_chr7,8094,6.45,31473566,0
CE10_chr7,8095,6.45,31658436,0
CE10_chr7,8096,6.45,31658475,0
CE10_chr7,8097,6.45,31658476,0
CE10_chr7,8098,6.45,31658477,0
CE10_chr7,8099,6.45,32900291,3.77
CE10_chr7,8147,10.22,36853767,0
CE10_chr7,8148,10.22,36853959,0
CE10_chr7,8167,10.22,37708529,0
CE10_chr7,8168,10.22,37708556,1.07
CE10_chr7,8169,11.29,37781463,0
CE10_chr7,8170,11.29,37781468,0
CE10_chr7,8171,11.29,37814431,0.54
CE10_chr7,8179,11.83,37970337,0.54
CE10_chr7,8180,12.37,37970484,0
CE10_chr7,8182,12.37,37994661,0.53
CE10_chr7,8183,12.9,38043746,0
CE10_chr7,8184,12.9,38043784,0
CE10_chr7,8185,12.9,38043880,0
CE10_chr7,8186,12.9,38043910,0
CE10_chr7,8187,12.9,38043966,0
CE10_chr7,8188,12.9,38161879,0
CE10_chr7,8189,12.9,38161881,0.54
CE10_chr7,8190,13.44,38221943,0
CE10_chr7,8191,13.44,38222044,0
CE10_chr7,8192,13.44,38222328,0
CE10_chr7,8193,13.44,38222406,0
CE10_chr7,8194,13.44,38235872,0
CE10_chr7,8195,13.44,38237078,0
CE10_chr7,8196,13.44,38238234,0
CE10_chr7,8197,13.44,38309319,0
CE10_chr7,8198,13.44,38309329,0
CE10_chr7,8199,13.44,38309927,0
CE10_chr7,8200,13.44,38318055,0
CE10_chr7,8201,13.44,38431936,0
CE10_chr7,8202,13.44,38432391,0
CE10_chr7,8203,13.44,38432855,0
CE10_chr7,8204,13.44,38433112,0
CE10_chr7,8205,13.44,38454931,0
CE10_chr7,8206,13.44,38494895,0
CE10_chr7,8207,13.44,38494896,0
CE10_chr7,8208,13.44,38494926,0
CE10_chr7,8209,13.44,38494927,0
CE10_chr7,8210,13.44,38494928,0
CE10_chr7,8213,13.44,38610633,0
CE10_chr7,8214,13.44,38636988,0
CE10_chr7,8215,13.44,38637026,0
CE10_chr7,8216,13.44,38637027,0
CE10_chr7,8217,13.44,38637052,0
CE10_chr7,8218,13.44,38637113,0
CE10_chr7,8219,13.44,38637310,0
CE10_chr7,8220,13.44,38682591,0
CE10_chr7,8221,13.44,38682692,0
CE10_chr7,8222,13.44,38682768,0.54
CE10_chr7,8250,13.98,39112971,0
CE10_chr7,8251,13.98,39112973,0
CE10_chr7,8252,13.98,39112997,0
CE10_chr7,8253,13.98,39113014,0
CE10_chr7,8254,13.98,39113550,0
CE10_chr7,8265,13.98,39366813,0
CE10_chr7,8266,13.98,39366892,0.54
CE10_chr7,8294,14.52,39624819,0
CE10_chr7,8295,14.52,39624838,0
CE10_chr7,8296,14.52,39625669,0
CE10_chr7,8297,14.52,39640182,0.54
CE10_chr7,8299,15.06,39787944,0
CE10_chr7,8300,15.06,39788073,0
CE10_chr7,8301,15.06,39788245,0
CE10_chr7,8302,15.06,39788254,0
CE10_chr7,8303,15.06,39788285,0
CE10_chr7,8304,15.06,39788318,0
CE10_chr7,8305,15.06,39788335,0
CE10_chr7,8306,15.06,39788341,0
CE10_chr7,8307,15.06,39788354,0
CE10_chr7,8308,15.06,39788367,0
CE10_chr7,8309,15.06,39788369,0
CE10_chr7,8310,15.06,39788374,0
CE10_chr7,8311,15.06,39788389,0
CE10_chr7,8312,15.06,39788422,0
CE10_chr7,8313,15.06,39788437,0
CE10_chr7,8314,15.06,39788450,0
CE10_chr7,8315,15.06,39788453,0
CE10_chr7,8316,15.06,39788454,0
CE10_chr7,8317,15.06,39788604,0
CE10_chr7,8318,15.06,39788626,0
CE10_chr7,8319,15.06,39788628,0
CE10_chr7,8320,15.06,39788640,0
CE10_chr7,8321,15.06,39788684,0
CE10_chr7,8322,15.06,39813443,0
CE10_chr7,8324,15.06,39858281,0
CE10_chr7,8325,15.06,39858305,0
CE10_chr7,8326,15.06,39858395,0
CE10_chr7,8327,15.06,39901669,0
CE10_chr7,8328,15.06,39903680,0
CE10_chr7,8329,15.06,39903681,0
CE10_chr7,8330,15.06,39903748,0
CE10_chr7,8331,15.06,39903754,0
CE10_chr7,8332,15.06,39903769,1.07
CE10_chr7,8344,16.13,40141240,0
CE10_chr7,8345,16.13,40141252,0
CE10_chr7,8346,16.13,40141288,0
CE10_chr7,8347,16.13,40141348,0
CE10_chr7,8348,16.13,40141370,0
CE10_chr7,8362,16.13,40160496,0
CE10_chr7,8363,16.13,40160519,0.54
CE10_chr7,8393,16.67,40547164,0
CE10_chr7,8394,16.67,40547249,0
CE10_chr7,8395,16.67,40548600,0
CE10_chr7,8400,16.67,40590302,0
CE10_chr7,8403,16.67,40606571,0
CE10_chr7,8404,16.67,40606638,0
CE10_chr7,8405,16.67,40606641,0
CE10_chr7,8406,16.67,40606643,0
CE10_chr7,8407,16.67,40606649,0.54
CE10_chr7,8408,17.21,40606667,0
CE10_chr7,8409,17.21,40606670,0
CE10_chr7,8410,17.21,40606868,0.53
CE10_chr7,8411,17.74,40638462,0
CE10_chr7,8412,17.74,40639226,0
CE10_chr7,8413,17.74,40639292,0
CE10_chr7,8414,17.74,40639519,0
CE10_chr7,8415,17.74,40639534,0
CE10_chr7,8419,17.74,40839681,0
CE10_chr7,8420,17.74,40846598,0
CE10_chr7,8421,17.74,40846649,0
CE10_chr7,8422,17.74,40846782,0
CE10_chr7,8423,17.74,40846794,0
CE10_chr7,8424,17.74,40846873,0
CE10_chr7,8425,17.74,40847685,0
CE10_chr7,8426,17.74,40847794,0
CE10_chr7,8427,17.74,40847903,0
CE10_chr7,8428,17.74,40847912,0
CE10_chr7,8429,17.74,40847931,0
CE10_chr7,8430,17.74,40848005,0
CE10_chr7,8431,17.74,40848011,0
CE10_chr7,8432,17.74,40848211,0
CE10_chr7,8433,17.74,40848212,0
CE10_chr7,8434,17.74,40848245,0
CE10_chr7,8435,17.74,40848291,0
CE10_chr7,8436,17.74,40848330,0
CE10_chr7,8437,17.74,40848333,0
CE10_chr7,8438,17.74,40848400,0
CE10_chr7,8439,17.74,40848402,0
CE10_chr7,8440,17.74,40848410,0
CE10_chr7,8441,17.74,40848422,0
CE10_chr7,8442,17.74,40848447,0
CE10_chr7,8443,17.74,40848477,0
CE10_chr7,8444,17.74,40866028,0
CE10_chr7,8445,17.74,40866061,0.54
CE10_chr7,8446,18.28,40896877,0
CE10_chr7,8447,18.28,40923252,0
CE10_chr7,8448,18.28,40977875,0
CE10_chr7,8450,18.28,41052912,0
CE10_chr7,8451,18.28,41052918,0
CE10_chr7,8452,18.28,41053125,0
CE10_chr7,8454,18.28,41067718,0
CE10_chr7,8455,18.28,41067720,0
CE10_chr7,8456,18.28,41072186,0
CE10_chr7,8490,18.28,41158018,0
CE10_chr7,8491,18.28,41158133,0
CE10_chr7,8494,18.28,41184156,0
CE10_chr7,8495,18.28,41184157,0
CE10_chr7,8496,18.28,41184274,1.08
CE10_chr7,8566,19.36,41416573,0
CE10_chr7,8567,19.36,41416616,0
CE10_chr7,8568,19.36,41416970,0
CE10_chr7,8569,19.36,41416988,0
CE10_chr7,8570,19.36,41416993,0
CE10_chr7,8571,19.36,41417036,0
CE10_chr7,8572,19.36,41417070,0
CE10_chr7,8573,19.36,41417071,0
CE10_chr7,8574,19.36,41417072,1.07
CE10_chr7,8575,20.43,41417231,0
CE10_chr7,8576,20.43,41417298,0.54
CE10_chr7,8595,20.97,41487668,0
CE10_chr7,8596,20.97,41487702,0
CE10_chr7,8597,20.97,41487822,0
CE10_chr7,8611,20.97,41508333,0
CE10_chr7,8612,20.97,41508380,0
CE10_chr7,8613,20.97,41508869,0
CE10_chr7,8623,20.97,41538163,0
CE10_chr7,8624,20.97,41538254,1.08
CE10_chr7,8632,22.05,41575036,0
CE10_chr7,8633,22.05,41575099,1.07
CE10_chr7,8634,23.12,41689385,0
CE10_chr7,8635,23.12,41689421,0
CE10_chr7,8636,23.12,41689593,0
CE10_chr7,8637,23.12,41689630,0
CE10_chr7,8638,23.12,41689631,0
CE10_chr7,8639,23.12,41689660,0
CE10_chr7,8640,23.12,41689686,0
CE10_chr7,8641,23.12,41689743,0
CE10_chr7,8642,23.12,41689814,0
CE10_chr7,8643,23.12,41689822,0
CE10_chr7,8644,23.12,41689833,0
CE10_chr7,8645,23.12,41689931,0
CE10_chr7,8646,23.12,41690364,0
CE10_chr7,8647,23.12,41690384,0
CE10_chr7,8648,23.12,41690566,0
CE10_chr7,8651,23.12,41696084,0
CE10_chr7,8652,23.12,41696570,0
CE10_chr7,8653,23.12,41696581,0
CE10_chr7,8654,23.12,41696591,0
CE10_chr7,8655,23.12,41696603,0
CE10_chr7,8656,23.12,41696756,0
CE10_chr7,8657,23.12,41696981,0
CE10_chr7,8658,23.12,41697000,0
CE10_chr7,8659,23.12,41697088,0
CE10_chr7,8660,23.12,41697102,0
CE10_chr7,8661,23.12,41697165,0
CE10_chr7,8662,23.12,41697222,0
CE10_chr7,8663,23.12,41697345,0
CE10_chr7,8664,23.12,41697376,0.54
CE10_chr7,8665,23.66,41742714,0
CE10_chr7,8666,23.66,41745519,0
CE10_chr7,8667,23.66,41745784,0
CE10_chr7,8669,23.66,41771218,0
CE10_chr7,8670,23.66,41771234,0
CE10_chr7,8671,23.66,41771564,0
CE10_chr7,8672,23.66,41771573,0
CE10_chr7,8673,23.66,41771592,0
CE10_chr7,8674,23.66,41771677,0
CE10_chr7,8675,23.66,41771678,0
CE10_chr7,8676,23.66,41775442,0
CE10_chr7,8677,23.66,41782434,0
CE10_chr7,8678,23.66,41782730,0
CE10_chr7,8680,23.66,41787016,0
CE10_chr7,8681,23.66,41787073,0.54
CE10_chr7,8682,24.2,41787195,0
CE10_chr7,8683,24.2,41787205,0
CE10_chr7,8684,24.2,41787333,0
CE10_chr7,8685,24.2,41841045,0
CE10_chr7,8686,24.2,41841280,0
CE10_chr7,8687,24.2,41841317,0
CE10_chr7,8688,24.2,41842913,0.53
CE10_chr7,8689,24.73,41843172,0
CE10_chr7,8690,24.73,41843365,0
CE10_chr7,8691,24.73,41843651,0
CE10_chr7,8692,24.73,41843663,0
CE10_chr7,8693,24.73,41843687,0
CE10_chr7,8694,24.73,41843708,0
CE10_chr7,8695,24.73,41843732,0
CE10_chr7,8696,24.73,41843801,0
CE10_chr7,8697,24.73,41843858,0
CE10_chr7,8698,24.73,41843882,0
CE10_chr7,8699,24.73,41843921,0
CE10_chr7,8700,24.73,41843936,0
CE10_chr7,8701,24.73,41843948,0
CE10_chr7,8702,24.73,41843993,0
CE10_chr7,8703,24.73,41854070,0
CE10_chr7,8704,24.73,41854642,0
CE10_chr7,8705,24.73,41854771,0
CE10_chr7,8706,24.73,41855978,0
CE10_chr7,8707,24.73,41856054,0
CE10_chr7,8708,24.73,41856085,0
CE10_chr7,8709,24.73,41856097,0
CE10_chr7,8710,24.73,41856147,0
CE10_chr7,8711,24.73,41915590,0
CE10_chr7,8712,24.73,41915605,0
CE10_chr7,8713,24.73,41915610,0
CE10_chr7,8714,24.73,41915628,0
CE10_chr7,8715,24.73,41915735,0
CE10_chr7,8716,24.73,41915736,0
CE10_chr7,8717,24.73,41915946,0
CE10_chr7,8718,24.73,41915971,0
CE10_chr7,8719,24.73,41915983,0
CE10_chr7,8720,24.73,41917843,0
CE10_chr7,8721,24.73,41917865,0
CE10_chr7,8722,24.73,41917951,0
CE10_chr7,8723,24.73,41918222,0
CE10_chr7,8724,24.73,41918255,0
CE10_chr7,8725,24.73,41918312,0
CE10_chr7,8726,24.73,41918432,0
CE10_chr7,8727,24.73,41918561,0
CE10_chr7,8730,24.73,41948796,0
CE10_chr7,8731,24.73,41949585,0
CE10_chr7,8732,24.73,41953006,0
CE10_chr7,8733,24.73,41953614,0.54
CE10_chr7,8734,25.27,41953793,0.54
CE10_chr7,8735,25.81,41982431,0
CE10_chr7,8744,25.81,41985662,0
CE10_chr7,8745,25.81,41985704,0
CE10_chr7,8746,25.81,41986021,0.54
CE10_chr7,8747,26.35,41986259,0
CE10_chr7,8748,26.35,41986293,0
CE10_chr7,8749,26.35,41986309,1.07
CE10_chr7,8753,27.42,42083637,0
CE10_chr7,8754,27.42,42083904,0
CE10_chr7,8755,27.42,42084096,0.54
CE10_chr7,8962,27.96,42576809,0
CE10_chr7,8963,27.96,42576810,0
CE10_chr7,8964,27.96,42576814,0
CE10_chr7,8965,27.96,42576843,0
CE10_chr7,8966,27.96,42576847,0
CE10_chr7,8967,27.96,42576860,1.08
CE10_chr7,9037,29.04,42684243,0
CE10_chr7,9038,29.04,42684272,0
CE10_chr7,9039,29.04,42684273,0
CE10_chr7,9040,29.04,42684313,0.53
CE10_chr7,9041,29.57,42684443,0
CE10_chr7,9042,29.57,42684462,0
CE10_chr7,9043,29.57,42684518,0
CE10_chr7,9044,29.57,42684546,0
CE10_chr7,9045,29.57,42684556,0
CE10_chr7,9046,29.57,42689008,0
CE10_chr7,9047,29.57,42689202,0
CE10_chr7,9048,29.57,42689209,0
CE10_chr7,9049,29.57,42691285,0.54
CE10_chr7,9051,30.11,42756148,0
CE10_chr7,9112,30.11,43012934,0.54
CE10_chr7,9120,30.65,43043761,0
CE10_chr7,9121,30.65,43044064,0
CE10_chr7,9122,30.65,43044080,1.07
CE10_chr7,9124,31.72,43057379,0.54
CE10_chr7,9126,32.26,43062894,0
CE10_chr7,9130,32.26,43070494,0
CE10_chr7,9131,32.26,43070559,0
CE10_chr7,9143,32.26,43077600,0
CE10_chr7,9144,32.26,43077608,0
CE10_chr7,9155,32.26,43090586,0
CE10_chr7,9156,32.26,43090608,0
CE10_chr7,9157,32.26,43090662,0
CE10_chr7,9158,32.26,43090755,0
CE10_chr7,9159,32.26,43090848,0
CE10_chr7,9160,32.26,43090878,0
CE10_chr7,9161,32.26,43090881,0
CE10_chr7,9162,32.26,43090914,0
CE10_chr7,9163,32.26,43090947,0
CE10_chr7,9164,32.26,43090980,0
CE10_chr7,9165,32.26,43091001,0.54
CE10_chr7,9166,32.8,43091020,0
CE10_chr7,9167,32.8,43091046,0
CE10_chr7,9168,32.8,43091052,0
CE10_chr7,9169,32.8,43091054,0
CE10_chr7,9170,32.8,43091067,0
CE10_chr7,9171,32.8,43091194,0
CE10_chr7,9172,32.8,43091354,0
CE10_chr7,9197,32.8,43102603,0
CE10_chr7,9198,32.8,43102721,0.54
CE10_chr7,9199,33.34,43103000,0.53
CE10_chr7,9200,33.87,43103032,0
CE10_chr7,9201,33.87,43103037,0.54
CE10_chr7,9202,34.41,43103098,0
CE10_chr7,9203,34.41,43103216,0
CE10_chr7,9204,34.41,43103278,0
CE10_chr7,9224,34.41,43130297,0
CE10_chr7,9225,34.41,43130454,0
CE10_chr7,9226,34.41,43130517,0
CE10_chr7,9227,34.41,43130526,0
CE10_chr7,9228,34.41,43130610,0
CE10_chr7,9229,34.41,43154680,0
CE10_chr7,9230,34.41,43154836,0
CE10_chr7,9231,34.41,43154866,0.54
CE10_chr7,9232,34.95,43154909,0
CE10_chr7,9233,34.95,43154918,0
CE10_chr7,9234,34.95,43154932,0
CE10_chr7,9235,34.95,43154974,0
CE10_chr7,9236,34.95,43154985,1.08
CE10_chr7,9237,36.03,43226716,0
CE10_chr7,9238,36.03,43227320,0
CE10_chr7,9239,36.03,43227707,0
CE10_chr7,9242,36.03,43290868,0
CE10_chr7,9243,36.03,43290882,0
CE10_chr7,9244,36.03,43290990,1.07
CE10_chr7,9247,37.1,43312659,0
CE10_chr7,9248,37.1,43313005,0
CE10_chr7,9249,37.1,43313095,0.54
CE10_chr7,9293,37.64,43381384,0
CE10_chr7,9296,37.64,43405163,0
CE10_chr7,9330,37.64,43467645,0
CE10_chr7,9331,37.64,43467673,0
CE10_chr7,9332,37.64,43467725,0.54
CE10_chr7,9333,38.18,43467726,1.61
CE10_chr7,9674,39.79,44047600,0
CE10_chr7,9675,39.79,44047627,0
CE10_chr7,9676,39.79,44047631,0
CE10_chr7,9677,39.79,44047663,0
CE10_chr7,9678,39.79,44051743,0
CE10_chr7,9679,39.79,44051792,0
CE10_chr7,9680,39.79,44051992,0
CE10_chr7,9681,39.79,44052005,0.54
CE10_chr7,9682,40.33,44052047,0
CE10_chr7,9683,40.33,44052065,0
CE10_chr7,9684,40.33,44052200,0.53
CE10_chr7,9685,40.86,44052304,0
CE10_chr7,9686,40.86,44052334,0
CE10_chr7,9687,40.86,44052341,0
CE10_chr7,9744,40.86,44123333,0
CE10_chr7,9745,40.86,44123465,0.54
CE10_chr7,9773,41.4,44198854,0
CE10_chr7,9774,41.4,44198924,0
CE10_chr7,9775,41.4,44198931,0
CE10_chr7,9776,41.4,44198963,0
CE10_chr7,9788,41.4,44210219,0
CE10_chr7,9789,41.4,44210270,0
CE10_chr7,9790,41.4,44210393,0
CE10_chr7,9791,41.4,44210415,0
CE10_chr7,9792,41.4,44210434,0
CE10_chr7,9793,41.4,44210511,0
CE10_chr7,9794,41.4,44210634,0
CE10_chr7,9795,41.4,44210744,0
CE10_chr7,9796,41.4,44210814,0
CE10_chr7,9797,41.4,44210856,0
CE10_chr7,9798,41.4,44210979,0
CE10_chr7,9799,41.4,44211006,0
CE10_chr7,9800,41.4,44211029,0
CE10_chr7,9801,41.4,44211147,0
CE10_chr7,9817,41.4,44228607,0
CE10_chr7,9818,41.4,44228816,0
CE10_chr7,9819,41.4,44228818,0
CE10_chr7,9820,41.4,44228847,0
CE10_chr7,9821,41.4,44228848,0
CE10_chr7,9822,41.4,44228876,0
